DIVISION;CURSO;GRUPO;CODIGO_ASIG;COD_PROF;PREGUNTAS;
2;1;A;0 2;0 6;05;06;04;08;07;03;05;07;07;09;  ;  ;  ;  ;
2;1;A;00 ;006;07;07;06;06;06;08;07;  ;08;08;  ;  ;  ;  ;
2;1;A;002;006;10;10;10;10;10;10;10;10;10;10;  ;  ;  ;  ;
2;1;A;002;   ;08;07;07;06;07;08;07;  ;07;08;  ;  ;  ;  ;
2;1;A;002;006;09;08;08;08;09;09;08;09;08;08;  ;  ;  ;  ;
2;1;A;002;006;07;08;08;06;09;09;05;06;07;09;  ;  ;  ;  ;
2;1; ;002;006;06;07;10;10;08;09;10;10;10;09;  ;  ;  ;  ;
2;1;A;002;006;08;09;07;09;04;07;09;10;10;09;  ;  ;  ;  ;
2;1;A;002;006;07;02;07;08;08;06;09;08;02;07;  ;  ;  ;  ;
2;1;A;?0 ;?0 ;09;08;08;07;08;07;09;08;09;09;  ;  ;  ;  ;
2;1;A;002;006;08;05;  ;03;06;09;09;09;04;08;  ;  ;  ;  ;
2;1;A;002;006;05;09;05;10;09;10;10;10;09;06;  ;  ;  ;  ;
2; ; ;002;006;10;10;10;10;10;10;10;10;10;10;  ;  ;  ;  ;
2; ; ;002;006;07;06;07;08;07;06;??;07;07;08;  ;  ;  ;  ;
2;1; ;002;006;04;02;02;03;03;06;08;08;06;03;  ;  ;  ;  ;
2;1;A;002;006;06;08;06;05;06;  ;07;05;07;09;  ;  ;  ;  ;
 ; ; ;002;006;09;08;08;08;07;07;08;08;08;07;  ;  ;  ;  ;
2;1;A;002;006;01;01;01;01;01;01;01;01;01;01;  ;  ;  ;  ;
2;1;A;002;006;07;05;07;08;06;08;05;07;06;07;  ;  ;  ;  ;
2;1;A;002;006;01;01;01;01;01;01;03;01;01;01;  ;  ;  ;  ;
2;1;A;002;006;09;09;09;08;07;08;09;09;09;09;  ;  ;  ;  ;
2;1;A;002;006;08;09;08;09;08;10;08;09;09;09;  ;  ;  ;  ;
2;1;A;002;006;09;07;09;08;09;07;09;09;07;09;  ;  ;  ;  ;
2; ;A;002;006;07;06;07;08;07;09;07;07;07;07;  ;  ;  ;  ;
2;1;A;002;006;04;05;04;05;04;06;07;07;08;06;  ;  ;  ;  ;
 ; ; ;002;006;05;05;06;06;06;09;09;09;09;09;  ;  ;  ;  ;
2;1; ;002;006;07;07;08;06;04;06;08;09;08;07;  ;  ;  ;  ;
2;1; ;002;006;10;07;09;09;08;09;10;09;09;10;  ;  ;  ;  ;
2;1;A;002;006;10;09;09;10;09;09;09;09;10;09;  ;  ;  ;  ;
2;1;A;005;004;03;02;02;03;03;09;07;06;02;04;  ;  ;  ;  ;
2;1;A;001;000;08;07;09;07;07;08;09;07;08;09;  ;  ;  ;  ;
2;1;A;001;000;05;05;05;05;05;05;05;05;05;05;  ;  ;  ;  ;
2;1;A;005;004;08;10;09;08;09;10;10;08;10;10;  ;  ;  ;  ;
2; ; ;005;004;06;01;05;05;03;??;  ;08;09;04;  ;  ;  ;  ;
 ; ; ;005;004;09;08;10;08;08;08;09;08;10;10;  ;  ;  ;  ;
2;1;A;005;004;08;09;09;09;08;09;09;06;10;09;  ;  ;  ;  ;
2;1;A;005;004;10;10;10;10;10;10;10;10;10;10;  ;  ;  ;  ;
2;1;A;005;004;07;07;05;05;06;08;07;05;05;08;  ;  ;  ;  ;
 ;1;A;005;004;07;04;08;04;09;09;09;09;07;08;  ;  ;  ;  ;
2;1;A;005;004;09;08;09;09;08;10;10;09;10;09;  ;  ;  ;  ;
2; ; ;005;004;10;07;08;09;09;09;10;08;09;10;  ;  ;  ;  ;
2;1;A;005;0?3;06;02;07;05;07;07;08;05;03;05;  ;  ;  ;  ;
2;1;A;005;004;07;08;07;07;06;08;07;06;06;07;  ;  ;  ;  ;
2; ; ;005;004;08;09;07;09;08;07;09;07;09;08;  ;  ;  ;  ;
 ; ;A;   ;   ;08;05;08;04;09;10;10;08;08;09;  ;  ;  ;  ;
 ; ; ;005;004;10;08;10;10;10;10;08;08;09;10;  ;  ;  ;  ;
2; ; ;005;004;07;06;06;06;07;09;08;07;07;08;  ;  ;  ;  ;
2; ; ;005;004;09;07;09;10;09;10;10;06;10;10;  ;  ;  ;  ;
2;1;A;005;004;09;08;07;07;06;08;08;04;07;08;  ;  ;  ;  ;
2;1;A;005;004;08;07;07;06;07;08;07;  ;08;08;  ;  ;  ;  ;
2;1;A;005;004;07;07;06;06;07;07;08;  ;08;09;  ;  ;  ;  ;
2;1;A;003;002;08;07;07;09;08;08;07;08;08;07;  ;  ;  ;  ;
2;1;A;003;002;08;07;07;08;08;09;08;  ;09;09;  ;  ;  ;  ;
2;1;A;003;002;10;09;09;09;08;09;10;05;10;09;  ;  ;  ;  ;
2;1;A;003;002;06;01;05;04;04;09;06;05;01;06;  ;  ;  ;  ;
2;1;A;003;002;07;03;06;07;08;08;10;08;10;08;  ;  ;  ;  ;
2;1;A;003;002;06;01;05;07;04;02;07;05;02;05;  ;  ;  ;  ;
2;1;A;003;002;10;08;07;04;10;10;10;10;10;10;  ;  ;  ;  ;
2;1;A;003;002;09;08;08;07;07;09;10;09;08;09;  ;  ;  ;  ;
2;1;A;003;002;07;05;08;10;04;07;09;09;03;08;  ;  ;  ;  ;
2;1;A;003;002;08;04;03;09;06;09;10;09;03;08;  ;  ;  ;  ;
2;1;A;003;002;07;05;09;09;08;10;10;10;07;08;  ;  ;  ;  ;
2;1;A;003;002;07;06;08;09;05;05;10;06;03;07;  ;  ;  ;  ;
2;1;A;003;002;07;02;05;06;06;08;09;06;06;07;  ;  ;  ;  ;
2;1;A;003;002;07;01;07;06;05;04;09;??;05;  ;  ;  ;  ;  ;
2;1;A;003;002;06;03;08;06;06;09;09;08;03;06;  ;  ;  ;  ;
2;1;A;003;002;07;02;06;09;05;08;09;07;07;08;  ;  ;  ;  ;
2;1;A;003;002;07;03;07;09;05;09;09;07;04;07;  ;  ;  ;  ;
2;1;A;003;002;07;03;04;05;03;10;10;09;04;07;  ;  ;  ;  ;
2;1;A;003;002;08;07;09;09;06;07;07;08;06;09;  ;  ;  ;  ;
2;1;A;003;002;09;09;09;07;06;10;10;07;09;09;  ;  ;  ;  ;
2;1;A;003;002;07;05;07;07;06;10;08;08;08;08;  ;  ;  ;  ;
2;1;A;003;002;08;05;07;09;09;08;10;07;08;08;  ;  ;  ;  ;
2;1;A;004;003;10;09;09;09;08;06;09;05;09;09;  ;  ;  ;  ;
2;1;A;004;003;08;06;07;06;06;07;08;07;06;07;  ;  ;  ;  ;
2;1;A;004;   ;06;03;05;06;08;01;05;07;08;08;  ;  ;  ;  ;
2; ;A;00 ;003;07;08;07;08;07;10;09;06;08;09;  ;  ;  ;  ;
2;1;A;004;003;07;05;07;07;05;04;08;04;05;08;  ;  ;  ;  ;
2;1;A;004;003;08;07;08;06;09;06;07;05;06;08;  ;  ;  ;  ;
2;1;A;004;003;10;09;09;09;06;05;10;04;07;07;  ;  ;  ;  ;
2;1;A;004;   ;09;05;07;07;10;01;08;05;07;08;  ;  ;  ;  ;
2;1; ;004;003;09;08;07;07;08;08;09;08;09;10;  ;  ;  ;  ;
2;1; ;004;003;09;08;06;07;03;06;07;06;10;08;  ;  ;  ;  ;
2;1; ;004;003;02;03;03;05;01;02;07;04;06;03;  ;  ;  ;  ;
2;1;A;004;003;08;09;08;08;07;10;09;08;09;09;  ;  ;  ;  ;
2;1;A;004;003;04;05;05;08;08;01;06;04;07;08;  ;  ;  ;  ;
2;1;A;004;003;08;07;09;08;09;07;07;07;08;08;  ;  ;  ;  ;
2;1;A;004;003;10;08;06;07;09;05;10;04;  ;07;07;  ;  ;  ;
2;1;A;004;003;10;10;09;09;10;10;10;10;10;10;  ;  ;  ;  ;
2;1;A;004;003;08;07;07;05;07;05;07;05;08;07;  ;  ;  ;  ;
2; ; ;004;003;08;09;08;06;08;10;10;07;08;10;  ;  ;  ;  ;
2;1;A;004;003;03;01;02;04;05;07;07;07;03;03;  ;  ;  ;  ;
2;1;A;00 ;003;08;06;08;05;05;04;08;05;04;07;  ;  ;  ;  ;
2;1;A;004;003;06;01;01;03;07;07;09;05;01;01;  ;  ;  ;  ;
2;1;A;004;003;07;07;06;06;06;07;06;  ;07;07;  ;  ;  ;  ;
2;1; ;004;003;07;06;07;07;07;03;07;05;09;07;  ;  ;  ;  ;
2;1;A;004;003;07;07;??;08;07;07;09;  ;09;08;  ;  ;  ;  ;
2;1;A;004;003;09;07;08;08;08;08;08;08;08;08;  ;  ;  ;  ;
2;1;A;004;003;04;08;07;06;07;07;08;05;07;07;  ;  ;  ;  ;
 ;1;A;004;003;09;09;08;09;08;08;09;09;09;09;  ;  ;  ;  ;
2;1;A;001;031;08;07;08;08;07;09;09;08;08;09;  ;  ;  ;  ;
2;1;A;001;031;08;07;09;05;05;10;08;07;07;08;  ;  ;  ;  ;
2; ; ;001;031;08;09;10;08;09;10;08;09;10;10;  ;  ;  ;  ;
2;1; ;001;031;08;04;02;05;03;10;08;10;04;06;  ;  ;  ;  ;
2;1;A;001;031;06;05;04;05;04;05;06;04;05;03;  ;  ;  ;  ;
2; ;A;001;031;06;07;07;06;06;07;08;06;07;07;  ;  ;  ;  ;
2;1;A;001;031;??;07;06;07;07;08;09;06;09;08;  ;  ;  ;  ;
2;1;A;001;031;09;09;09;08;07;10;10;08;09;09;  ;  ;  ;  ;
2;1;A;001;031;09;09;09;09;08;10;09;08;09;09;  ;  ;  ;  ;
2;1;A;001;031;08;07;08;07;07;10;09;08;08;08;  ;  ;  ;  ;
2;1; ;001;031;07;06;08;10;08;07;07;08;06;07;  ;  ;  ;  ;
 ; ; ;001;031;06;06;08;07;10;10;09;09;07;07;  ;  ;  ;  ;
2;1;A;001;031;07;06;07;06;06;09;08;  ;08;07;  ;  ;  ;  ;
2;1;A;001;031;09;08;08;09;07;08;08;  ;07;08;  ;  ;  ;  ;
2;1; ;001;031;10;09;09;10;10;10;08;10;10;10;  ;  ;  ;  ;
2;1;A;001;031;10;10;10;10;10;10;10;10;10;10;  ;  ;  ;  ;
2;1;A;001;031;07;06;07;07;08;08;08;09;07;07;  ;  ;  ;  ;
 ; ; ;004;003;08;08;08;08;07;07;09;08;09;09;  ;  ;  ;  ;
2;1;C;004;003;09;08;09;08;08;10;09;10;09;09;  ;  ;  ;  ;
2;1;C;004;003;10;10;02;05;10;10;10;10;10;09;  ;  ;  ;  ;
2;1;C;004;003;08;08;08;08;08;08;08;08;08;08;  ;  ;  ;  ;
2;1;C;004;003;09;08;08;07;07;08;10;08;10;09;  ;  ;  ;  ;
2;1;C;004;003;10;09;10;10;10;08;10;10;10;10;  ;  ;  ;  ;
2;1;C;004;003;10;10;10;10;10;10;10;10;10;10;  ;  ;  ;  ;
2;1;C;004;003;10;07;09;02;06;10;09;05;08;07;  ;  ;  ;  ;
2;1;C;004;003;09;07;09;08;07;10;10;07;07;09;  ;  ;  ;  ;
2;1;C;004;003;10;09;10;10;08;10;10;09;10;10;  ;  ;  ;  ;
2;1;C;004;003;08;09;09;10;09;10;09;10;09;10;  ;  ;  ;  ;
2;1;C;004;003;10;09;09;08;08;09;10;07;09;09;  ;  ;  ;  ;
2; ;C;004;003;10;09;09;10;10;10;08;08;08;10;  ;  ;  ;  ;
2;1;C;004;003;02;05;01;07;05;09;08;09;05;03;  ;  ;  ;  ;
2;1;C;004;003;08;07;08;05;06;08;08;09;09;  ;  ;  ;  ;  ;
2;1;C;004;003;09;10;10;09;10;10;10;10;10;10;  ;  ;  ;  ;
2;1;C;000;003;07;08;09;10;09;08;07;08;09;10;  ;  ;  ;  ;
2;1; ;00 ;003;08;07;08;07;08;08;07;07;07;08;  ;  ;  ;  ;
2;1;C;004;003;09;09;07;08;08;07;10;10;09;10;  ;  ;  ;  ;
2;1;C;004;003;09;10;10;10;08;10;10;10;10;10;  ;  ;  ;  ;
 ; ; ;001;031;07;02;05;05;05;10;08;09;03;05;  ;  ;  ;  ;
2;1;C;001;031;09;08;09;09;08;10;10;10;09;09;  ;  ;  ;  ;
2;1;C;001;031;05;03;02;04;03;10;02;09;03;05;  ;  ;  ;  ;
 ;1;C;001;031;08;07;09;08;06;10;08;08;10;06;  ;  ;  ;  ;
?;1;C;001;031;09;09;08;07;08;10;09;08;10;08;  ;  ;  ;  ;
2;1;C;001;031;03;01;01;07;04;10;07;06;01;04;  ;  ;  ;  ;
2;1;C;001;031;08;08;08;08;09;07;08;09;09;10;  ;  ;  ;  ;
2; ;C;001;031;06;04;06;05;06;07;10;10;05;07;  ;  ;  ;  ;
2;1;C;001;031;07;07;06;10;05;09;10;08;08;08;  ;  ;  ;  ;
2;1;C;001;031;08;07;07;07;07;07;07;07;07;07;  ;  ;  ;  ;
2;1;C;001;031;08;10;10;10;02;10;10;09;01;02;  ;  ;  ;  ;
2;1;C;001;031;07;06;06;07;07;10;09;08;08;07;  ;  ;  ;  ;
2;1;C;001;031;09;10;10;09;10;10;10;10;10;10;  ;  ;  ;  ;
2;1;C;001;031;10;10;10;10;10;10;10;10;10;10;  ;  ;  ;  ;
2;1;C;001;031;09;09;  ;10;10;10;09;10;09;10;  ;  ;  ;  ;
2;1;C;001;031;08;06;05;07;07;09;07;09;07;05;  ;  ;  ;  ;
2; ; ;001;031;05;03;04;03;04;05;05;03;03;02;  ;  ;  ;  ;
2;1;C;001;031;08;08;08;08;08;10;09;09;10;09;  ;  ;  ;  ;
2;1;C;003;002;05;01;05;10;01;10;09;07;01;03;  ;  ;  ;  ;
 ;1;C;003;002;05;02;04;03;03;10;08;09;01;04;  ;  ;  ;  ;
2;1;C;003;002;02;01;02;02;01;04;01;01;01;01;  ;  ;  ;  ;
2;1;C;003;002;06;05;08;06;01;10;07;09;06;04;  ;  ;  ;  ;
?;1;C;003;002;09;09;07;07;07;10;10;10;08;06;  ;  ;  ;  ;
2;1;C;003;002;08;07;08;10;05;09;10;09;06;08;  ;  ;  ;  ;
2;1;C;003;002;03;02;02;03;01;03;02;03;02;01;  ;  ;  ;  ;
2;1;C;003;002;09;09;10;10;10;10;10;10;10;10;  ;  ;  ;  ;
2;1;C;003;002;10;10;10;10;06;10;10;10;10;10;  ;  ;  ;  ;
2;1;C;003;002;07;05;06;08;02;09;09;08;06;07;  ;  ;  ;  ;
2;1;C;003;002;09;06;07;08;06;10;09;10;07;08;  ;  ;  ;  ;
2;1;C;003;002;08;08;07;09;08;08;07;08;09;08;  ;  ;  ;  ;
2;1;C;003;002;09;06;09;04;07;10;09;07;02;06;  ;  ;  ;  ;
2;1;C;003;002;10;09;10;10;06;09;10;10;10;09;  ;  ;  ;  ;
2;1;C;003;002;01;02;03;04;05;06;07;08;09;10;  ;  ;  ;  ;
2;1;C;   ;002;07;09;09;08;08;10;08;07;08;08;  ;  ;  ;  ;
2;1;C;003;002;08;07;09;09;08;10;08;10;09;09;  ;  ;  ;  ;
2;1;C;003;002;10;08;10;09;09;08;09;09;09;09;  ;  ;  ;  ;
2;1;C;003;002;08;07;04;09;01;10;10;10;08;09;  ;  ;  ;  ;
2;1;C;003;002;09;06;08;09;09;10;09;05;06;06;  ;  ;  ;  ;
2;1;C;003;002;08;04;06;07;07;06;05;04;06;05;04;04;  ;  ;
2;1;C;003;002;07;  ;06;05;04;  ;07;06;  ;  ;  ;  ;  ;  ;
?;1;C;002;030;09;09;09;09;10;10;09;10;10;10;  ;  ;  ;  ;
2;1;C;002;030;08;05;07;07;05;10;09;10;07;09;  ;  ;  ;  ;
2; ; ;002;030;10;09;10;10;10;10;10;10;10;10;  ;  ;  ;  ;
2;1;C;002;030;07;06;06;03;09;10;08;10;10;05;  ;  ;  ;  ;
2;1;C;002;030;08;05;06;07;05;10;07;08;10;07;  ;  ;  ;  ;
2;1;C;002;030;09;08;06;10;03;10;10;10;10;09;  ;  ;  ;  ;
2;1;C;002;030;05;03;05;08;08;10;10;09;09;06;  ;06;  ;  ;
2;1;C;002;030;09;07;09;08;09;10;10;10;10;10;  ;  ;  ;  ;
2;1;C;002;030;10;03;06;07;07;10;10;10;08;10;  ;  ;  ;  ;
 ; ;C;002;030;09;03;10;10;10;10;10;10;08;09;  ;  ;  ;  ;
2;1;C;002;030;09;09;08;09;09;10;10;09;10;10;  ;  ;  ;  ;
2;1;C;002;030;10;07;10;10;09;10;10;09;10;10;  ;  ;  ;  ;
2; ; ;005;   ;06;04;06;10;08;10;09;10;08;07;  ;  ;  ;  ;
2;1;C;002;030;07;07;07;07;07;10;07;07;07;07;  ;  ;  ;  ;
 ; ; ;   ;0  ;08;04;08;10;08;??;10;10;06;09;  ;  ;  ;  ;
2;1;C;002;030;08;10;10;10;10;10;09;09;10;08;  ;  ;  ;  ;
2;1;C;002;030;10;10;10;10;02;10;10;10;10;09;  ;  ;  ;  ;
2;1;C;002;030;10;09;10;10;10;10;10;09;10;10;  ;  ;  ;  ;
2;1;C;002;030;10;10;08;09;07;09;10;09;07;10;  ;  ;  ;  ;
2;1;C;002;030;06;08;06;08;08;09;10;09;08;08;  ;  ;  ;  ;
2;1;C;002;030;09;09;09;10;08;10;10;10;09;10;  ;  ;  ;  ;
2;1;C;002;030;08;07;06;08;08;10;10;10;08;07;  ;  ;  ;  ;
2;1;C;002;030;10;09;10;09;09;10;10;10;10;10;  ;  ;  ;  ;
2;1;C;002;030;06;07;08;09;10;09;08;07;06;07;  ;  ;  ;  ;
2;1;C;002;030;09;10;08;09;10;10;09;09;10;09;  ;  ;  ;  ;
2;1;C;002;030;10;10;10;10;10;10;10;10;10;10;  ;  ;  ;  ;
2;1;C;002;030;10;09;09;09;09;10;08;10;10;09;  ;  ;  ;  ;
2;1;C;005;004;07;06;05;07;08;10;08;06;  ;06;07;  ;  ;  ;
2;1;C;005;004;06;10;06;10;08;10;10;10;10;09;  ;  ;  ;  ;
2;1;C;005;004;04;06;04;06;08;09;07;  ;06;04;07;  ;  ;  ;
2;1;C;005;004;05;03;05;06;08;10;08;05;04;06;  ;  ;  ;  ;
2;1;C;005;004;05;02;03;07;10;10;10;10;02;06;  ;  ;  ;  ;
2;1;C;005;004;10;08;05;08;10;10;09;10;09;10;  ;  ;  ;  ;
2;1;C;005;004;09;06;08;05;09;10;10;10;08;08;  ;  ;  ;  ;
2;1;C;005;004;10;09;10;08;10;10;10;09;10;10;  ;  ;  ;  ;
2;1;C;005;004;10;09;10;09;10;10;10;08;10;10;  ;  ;  ;  ;
2;1;C;005;004;04;01;06;04;01;03;03;02;01;05;  ;  ;  ;  ;
2;1;C;005;004;08;06;07;05;06;10;09;08;05;07;  ;  ;  ;  ;
2; ;C;005;004;08;04;07;07;08;10;09;08;05;06;  ;  ;  ;  ;
2;1;C;005;004;08;08;08;08;08;10;09;08;08;08;  ;  ;  ;  ;
2;1;C;005;0 4;07;06;07;08;09;09;09;08;07;08;  ;  ;  ;  ;
2; ;C;005;004;06;02;08;01;06;10;05;05;06;08;  ;  ;  ;  ;
2;1;C;005;004;08;09;10;10;07;10;10;06;09;09;  ;  ;  ;  ;
2;1;C;005;004;06;05;05;08;05;10;10;09;05;06;  ;  ;  ;  ;
2;1;C;005;004;05;06;05;05;08;07;08;07;07;06;  ;  ;  ;  ;
2;1;C;005;004;09;08;08;08;08;10;10;??;08;08;  ;  ;  ;  ;
2;1;C;005;004;09;08;09;08;09;10;10;10;09;09;  ;  ;  ;  ;
2;1;C;005;004;05;06;07;08;09;10;09;08;07;06;  ;  ;  ;  ;
2;1;C;005;004;08;06;09;09;09;10;10;08;06;09;  ;  ;  ;  ;
2;1;C;005;   ;09;09;08;10;09;10;10;09;05;09;  ;  ;  ;  ;
